timestamp,flex_value,label
2025-06-19T12:01:18.081Z,21,good
2025-06-19T12:01:19.082Z,21,good
2025-06-19T12:01:20.176Z,21,good
2025-06-19T12:01:21.083Z,21,good
2025-06-19T12:01:22.097Z,21,good
2025-06-19T12:01:23.079Z,10,bad
2025-06-19T12:01:24.080Z,20,good
2025-06-19T12:01:25.082Z,9,bad
2025-06-19T12:01:26.088Z,21,good
2025-06-19T12:01:27.089Z,20,good
2025-06-19T12:01:28.081Z,20,good
2025-06-19T12:01:29.082Z,20,good
2025-06-19T12:01:30.078Z,21,good
2025-06-19T12:01:31.080Z,21,good
2025-06-19T12:01:32.079Z,20,good
2025-06-19T12:01:33.103Z,20,good
2025-06-19T12:01:34.078Z,21,good
2025-06-19T12:01:35.079Z,21,good
2025-06-19T12:01:36.077Z,21,good
2025-06-19T12:01:37.082Z,21,good
2025-06-19T12:01:38.082Z,21,good
2025-06-19T12:01:39.078Z,21,good
2025-06-19T12:01:40.079Z,21,good
2025-06-19T12:01:41.078Z,15,bad
2025-06-19T12:01:42.079Z,20,good
2025-06-19T12:01:43.077Z,10,bad
2025-06-19T12:01:44.078Z,20,good
2025-06-19T12:01:45.165Z,10,bad
2025-06-19T12:01:46.078Z,20,good
2025-06-19T12:01:47.080Z,10,bad
2025-06-19T12:01:48.080Z,21,good
2025-06-19T12:01:49.079Z,20,good
2025-06-19T12:01:50.077Z,20,good
2025-06-19T12:01:51.076Z,20,good
2025-06-19T12:01:52.077Z,20,good
2025-06-19T12:01:53.076Z,20,good
2025-06-19T12:01:54.077Z,20,good
2025-06-19T12:01:55.081Z,9,bad
2025-06-19T12:01:56.080Z,20,good
2025-06-19T12:01:57.077Z,10,bad
2025-06-19T12:01:58.078Z,20,good
2025-06-19T12:01:59.080Z,10,bad
2025-06-19T12:02:00.077Z,21,good
2025-06-19T12:02:01.077Z,18,good
2025-06-19T12:02:02.077Z,14,bad
2025-06-19T12:02:03.077Z,26,good
2025-06-19T12:02:04.077Z,17,bad
2025-06-19T12:02:05.075Z,29,good
2025-06-19T12:02:06.077Z,20,good
2025-06-19T12:02:07.075Z,20,good
2025-06-19T12:02:08.100Z,20,good
2025-06-19T12:02:09.076Z,20,good
2025-06-19T12:02:10.075Z,12,bad
2025-06-19T12:02:11.075Z,29,good
2025-06-19T12:02:12.080Z,20,good
2025-06-19T12:02:13.080Z,21,good
2025-06-19T12:02:14.076Z,20,good
2025-06-19T12:02:15.076Z,21,good
2025-06-19T12:02:16.078Z,20,good
2025-06-19T12:02:17.083Z,20,good
2025-06-19T12:02:18.076Z,20,good
2025-06-19T12:02:19.077Z,20,good
2025-06-19T12:02:20.196Z,21,good
2025-06-19T12:02:21.078Z,21,good
2025-06-19T12:02:22.078Z,20,good
2025-06-19T12:02:23.076Z,21,good
2025-06-19T12:02:24.078Z,20,good
2025-06-19T12:02:25.077Z,20,good
2025-06-19T12:02:26.077Z,20,good
2025-06-19T12:02:27.080Z,21,good
2025-06-19T12:02:28.077Z,21,good
2025-06-19T12:02:29.096Z,21,good
2025-06-19T12:02:30.080Z,21,good
2025-06-19T12:02:31.076Z,20,good
2025-06-19T12:02:32.076Z,20,good
2025-06-19T12:02:33.079Z,21,good
2025-06-19T12:02:34.108Z,20,good
2025-06-19T12:02:35.077Z,20,good
2025-06-19T12:02:36.079Z,21,good
2025-06-19T12:02:37.093Z,21,good
2025-06-19T12:02:38.078Z,21,good
2025-06-19T12:02:39.076Z,20,good
2025-06-19T12:02:40.078Z,21,good
2025-06-19T12:02:41.079Z,21,good
2025-06-19T12:02:42.081Z,21,good
2025-06-19T12:02:43.076Z,21,good
2025-06-19T12:02:44.078Z,21,good
2025-06-19T12:02:45.181Z,21,good
2025-06-19T12:02:46.080Z,20,good
2025-06-19T12:02:47.079Z,20,good
2025-06-19T12:02:48.078Z,20,good
2025-06-19T12:02:49.080Z,21,good
2025-06-19T12:02:50.077Z,21,good
2025-06-19T12:02:51.105Z,20,good
2025-06-19T12:02:52.078Z,20,good
2025-06-19T12:02:53.079Z,20,good
2025-06-19T12:02:54.077Z,21,good
2025-06-19T12:02:55.152Z,21,good
2025-06-19T12:02:56.236Z,21,good
2025-06-19T12:02:57.077Z,21,good
2025-06-19T12:02:58.079Z,21,good
2025-06-19T12:02:59.079Z,21,good
2025-06-19T12:03:00.076Z,21,good
2025-06-19T12:03:01.077Z,21,good
2025-06-19T12:03:02.075Z,21,good
2025-06-19T12:03:03.080Z,21,good
2025-06-19T12:03:04.080Z,20,good
2025-06-19T12:03:05.075Z,21,good
2025-06-19T12:03:06.075Z,20,good
2025-06-19T12:03:07.129Z,20,good
2025-06-19T12:03:08.108Z,21,good
2025-06-19T12:03:09.079Z,21,good
2025-06-19T12:03:10.078Z,21,good
2025-06-19T12:03:11.076Z,21,good
2025-06-19T12:03:12.076Z,21,good
2025-06-19T12:03:13.075Z,21,good
2025-06-19T12:03:14.076Z,21,good
2025-06-19T12:03:15.077Z,21,good
2025-06-19T12:03:16.078Z,21,good
2025-06-19T12:03:17.080Z,21,good
2025-06-19T12:03:18.075Z,21,good
2025-06-19T12:03:19.165Z,21,good
2025-06-19T12:03:20.190Z,21,good
2025-06-19T12:03:21.077Z,21,good
2025-06-19T12:03:22.078Z,20,good
